REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,1/10/2018 17:30,8811.03,73.43,TRADE
NSW1,1/10/2018 18:00,8725.05,72.78,TRADE
NSW1,1/10/2018 18:30,8566.31,70.53,TRADE
NSW1,1/10/2018 19:00,8487.31,67.48,TRADE
NSW1,1/10/2018 19:30,8481.25,72.36,TRADE
NSW1,1/10/2018 20:00,8472.81,67.82,TRADE
NSW1,1/10/2018 20:30,8291.41,63.09,TRADE
NSW1,1/10/2018 21:00,8106.1,63.12,TRADE
NSW1,1/10/2018 21:30,8014.38,58.49,TRADE
NSW1,1/10/2018 22:00,7808.11,57.46,TRADE
NSW1,1/10/2018 22:30,7774.41,63.85,TRADE
NSW1,1/10/2018 23:00,7629.84,58.1,TRADE
NSW1,1/10/2018 23:30,7440.22,59.69,TRADE
NSW1,1/11/2018 0:00,7279.31,56.87,TRADE
NSW1,1/11/2018 0:30,7090.21,63,TRADE
NSW1,1/11/2018 1:00,6870.47,55.61,TRADE
NSW1,1/11/2018 1:30,6554.16,55.66,TRADE
NSW1,1/11/2018 2:00,6334.39,64.56,TRADE
NSW1,1/11/2018 2:30,6287.94,61.63,TRADE
NSW1,1/11/2018 3:00,6237.67,58.63,TRADE
NSW1,1/11/2018 3:30,6260.34,61.47,TRADE
NSW1,1/11/2018 4:00,6348,59.11,TRADE
NSW1,1/11/2018 4:30,6521.91,63.36,TRADE
NSW1,1/11/2018 5:00,6706.56,58.47,TRADE
NSW1,1/11/2018 5:30,7067.41,58.14,TRADE
NSW1,1/11/2018 6:00,7353.47,61.63,TRADE
NSW1,1/11/2018 6:30,7720.45,61.97,TRADE
NSW1,1/11/2018 7:00,8056.27,64.33,TRADE
NSW1,1/11/2018 7:30,8233.79,59.28,TRADE
NSW1,1/11/2018 8:00,8473.3,63.68,TRADE
NSW1,1/11/2018 8:30,8608.74,66.24,TRADE
NSW1,1/11/2018 9:00,8603.93,66.9,TRADE
NSW1,1/11/2018 9:30,8709.97,68.95,TRADE
NSW1,1/11/2018 10:00,8745.1,71.05,TRADE
NSW1,1/11/2018 10:30,8762.81,71.3,TRADE
NSW1,1/11/2018 11:00,8808.2,74.66,TRADE
NSW1,1/11/2018 11:30,8828.91,76.76,TRADE
NSW1,1/11/2018 12:00,8799.74,89.82,TRADE
NSW1,1/11/2018 12:30,8856.18,91.66,TRADE
NSW1,1/11/2018 13:00,8872.07,87.2,TRADE
NSW1,1/11/2018 13:30,8918.06,87.83,TRADE
NSW1,1/11/2018 14:00,8967.75,96.46,TRADE
NSW1,1/11/2018 14:30,8993.58,95.62,TRADE
NSW1,1/11/2018 15:00,9021.54,88.53,TRADE
NSW1,1/11/2018 15:30,9114.5,94.53,TRADE
NSW1,1/11/2018 16:00,9298.49,149.96,TRADE
NSW1,1/11/2018 16:30,9346.24,83.59,TRADE
NSW1,1/11/2018 17:00,9454.55,97.34,TRADE
NSW1,1/11/2018 17:30,9319.6,95.28,TRADE
NSW1,1/11/2018 18:00,9351.92,96.41,TRADE
NSW1,1/11/2018 18:30,9221.7,89.73,TRADE
NSW1,1/11/2018 19:00,9087.74,96.06,TRADE
NSW1,1/11/2018 19:30,9034.36,93.97,TRADE
NSW1,1/11/2018 20:00,9001.03,77.52,TRADE
NSW1,1/11/2018 20:30,8744.78,69.32,TRADE
NSW1,1/11/2018 21:00,8470.45,68.42,TRADE
NSW1,1/11/2018 21:30,8432.69,74.52,TRADE
NSW1,1/11/2018 22:00,8324.15,71.03,TRADE
NSW1,1/11/2018 22:30,8267.08,89.66,TRADE
NSW1,1/11/2018 23:00,8096.27,82.61,TRADE
NSW1,1/11/2018 23:30,7901.34,73.45,TRADE
NSW1,1/12/2018 0:00,7670.15,64.81,TRADE
NSW1,1/12/2018 0:30,7517.11,78.78,TRADE
NSW1,1/12/2018 1:00,7298.88,72.99,TRADE
NSW1,1/12/2018 1:30,6994.12,63.95,TRADE
NSW1,1/12/2018 2:00,6841.51,79.47,TRADE
NSW1,1/12/2018 2:30,6701.65,82.19,TRADE
NSW1,1/12/2018 3:00,6569.67,83.63,TRADE
NSW1,1/12/2018 3:30,6596.08,83.54,TRADE
NSW1,1/12/2018 4:00,6631.65,78.5,TRADE
NSW1,1/12/2018 4:30,6786.44,68.68,TRADE
NSW1,1/12/2018 5:00,6932.05,66.72,TRADE
NSW1,1/12/2018 5:30,7395.42,63.15,TRADE
NSW1,1/12/2018 6:00,7692.31,64.78,TRADE
NSW1,1/12/2018 6:30,8083.25,75.33,TRADE
NSW1,1/12/2018 7:00,8445.31,87.72,TRADE
NSW1,1/12/2018 7:30,8701.44,84.75,TRADE
NSW1,1/12/2018 8:00,8924.34,82.83,TRADE
NSW1,1/12/2018 8:30,9091.42,81.02,TRADE
NSW1,1/12/2018 9:00,9175.78,81.34,TRADE
NSW1,1/12/2018 9:30,9272.22,84.74,TRADE
NSW1,1/12/2018 10:00,9438.46,87.14,TRADE
NSW1,1/12/2018 10:30,9416.9,86.54,TRADE
NSW1,1/12/2018 11:00,9459.61,91.73,TRADE
NSW1,1/12/2018 11:30,9402.07,84.19,TRADE
NSW1,1/12/2018 12:00,9616.38,87.15,TRADE
NSW1,1/12/2018 12:30,9863.27,91.81,TRADE
NSW1,1/12/2018 13:00,10011.5,95.34,TRADE
NSW1,1/12/2018 13:30,10231.73,100.41,TRADE
NSW1,1/12/2018 14:00,10496.42,117.28,TRADE
NSW1,1/12/2018 14:30,10716.54,123.52,TRADE
NSW1,1/12/2018 15:00,10919.08,114.38,TRADE
NSW1,1/12/2018 15:30,11093.44,117.35,TRADE
NSW1,1/12/2018 16:00,11238.51,128,TRADE
NSW1,1/12/2018 16:30,11333.28,120.38,TRADE
NSW1,1/12/2018 17:00,11309.55,111.78,TRADE
NSW1,1/12/2018 17:30,11090.93,103.45,TRADE
NSW1,1/12/2018 18:00,10943.73,94.85,TRADE
NSW1,1/12/2018 18:30,10725.58,94.7,TRADE
NSW1,1/12/2018 19:00,10427.51,96.95,TRADE
NSW1,1/12/2018 19:30,10297.65,98.98,TRADE
NSW1,1/12/2018 20:00,10203.82,99.45,TRADE
NSW1,1/12/2018 20:30,10037.23,93.83,TRADE
NSW1,1/12/2018 21:00,9699.21,89.14,TRADE
NSW1,1/12/2018 21:30,9584.71,87.72,TRADE
NSW1,1/12/2018 22:00,9274.89,80.99,TRADE
NSW1,1/12/2018 22:30,9071.08,83.63,TRADE
NSW1,1/12/2018 23:00,8872.05,85.83,TRADE
NSW1,1/12/2018 23:30,8532.92,75.86,TRADE
NSW1,1/13/2018 0:00,8247.19,63.35,TRADE
NSW1,1/13/2018 0:30,7992.38,65.78,TRADE
NSW1,1/13/2018 1:00,7713.05,69.76,TRADE
NSW1,1/13/2018 1:30,7247.51,66.62,TRADE
NSW1,1/13/2018 2:00,7041.63,67.36,TRADE
NSW1,1/13/2018 2:30,6886.88,67.68,TRADE
NSW1,1/13/2018 3:00,6759.34,66.29,TRADE
NSW1,1/13/2018 3:30,6698.31,61.45,TRADE
NSW1,1/13/2018 4:00,6680.97,62.77,TRADE
NSW1,1/13/2018 4:30,6727.34,58.67,TRADE
NSW1,1/13/2018 5:00,6728.52,58.64,TRADE
NSW1,1/13/2018 5:30,6868.55,59.56,TRADE
NSW1,1/13/2018 6:00,6973.38,60.47,TRADE
NSW1,1/13/2018 6:30,7249.75,66.89,TRADE
NSW1,1/13/2018 7:00,7537.27,65.71,TRADE
NSW1,1/13/2018 7:30,7847.98,66.29,TRADE
NSW1,1/13/2018 8:00,8107.1,68.29,TRADE
NSW1,1/13/2018 8:30,8438.88,75.83,TRADE
NSW1,1/13/2018 9:00,8532.06,81.74,TRADE
NSW1,1/13/2018 9:30,8722.35,85.65,TRADE
NSW1,1/13/2018 10:00,8905.54,85.56,TRADE
NSW1,1/13/2018 10:30,9052.04,88.76,TRADE
NSW1,1/13/2018 11:00,9224.46,94.3,TRADE
NSW1,1/13/2018 11:30,9284.29,87.92,TRADE
NSW1,1/13/2018 12:00,9461.65,81.74,TRADE
NSW1,1/13/2018 12:30,9538.88,75.69,TRADE
NSW1,1/13/2018 13:00,9556.87,75.35,TRADE
NSW1,1/13/2018 13:30,9550.27,76.47,TRADE
NSW1,1/13/2018 14:00,9462.95,60.89,TRADE
NSW1,1/13/2018 14:30,9524.51,57.24,TRADE
NSW1,1/13/2018 15:00,9485.62,67.83,TRADE
NSW1,1/13/2018 15:30,9504.64,70.24,TRADE
NSW1,1/13/2018 16:00,9511.35,65.58,TRADE
NSW1,1/13/2018 16:30,9322.35,56.59,TRADE
NSW1,1/13/2018 17:00,9232.39,65.17,TRADE
NSW1,1/13/2018 17:30,9138.59,60.71,TRADE
NSW1,1/13/2018 18:00,9015.26,68.03,TRADE
NSW1,1/13/2018 18:30,8812.3,62.09,TRADE
NSW1,1/13/2018 19:00,8577.82,57.54,TRADE
NSW1,1/13/2018 19:30,8423.17,65.18,TRADE
NSW1,1/13/2018 20:00,8455.05,68.9,TRADE
NSW1,1/13/2018 20:30,8327.95,69.08,TRADE
NSW1,1/13/2018 21:00,8146.46,69,TRADE
NSW1,1/13/2018 21:30,8014.96,70.13,TRADE
NSW1,1/13/2018 22:00,7709.23,61.01,TRADE
NSW1,1/13/2018 22:30,7626.08,67.08,TRADE
NSW1,1/13/2018 23:00,7429.9,64.79,TRADE
NSW1,1/13/2018 23:30,7252.44,68.02,TRADE
NSW1,1/14/2018 0:00,7063.12,56.98,TRADE
NSW1,1/14/2018 0:30,6902.46,57.19,TRADE
NSW1,1/14/2018 1:00,6732.56,55.81,TRADE
NSW1,1/14/2018 1:30,6463.21,52.12,TRADE
NSW1,1/14/2018 2:00,6214.21,55.21,TRADE
NSW1,1/14/2018 2:30,6073.03,58.11,TRADE
NSW1,1/14/2018 3:00,6058.25,59.18,TRADE
NSW1,1/14/2018 3:30,6033.35,60.21,TRADE
NSW1,1/14/2018 4:00,6035.61,62.67,TRADE
NSW1,1/14/2018 4:30,6034.88,55.79,TRADE
NSW1,1/14/2018 5:00,6058.33,55.07,TRADE
NSW1,1/14/2018 5:30,6092.88,55.09,TRADE
NSW1,1/14/2018 6:00,6107.84,55.08,TRADE
NSW1,1/14/2018 6:30,6268.41,52.46,TRADE
NSW1,1/14/2018 7:00,6391.77,55.59,TRADE
NSW1,1/14/2018 7:30,6545.24,53.66,TRADE
NSW1,1/14/2018 8:00,6623.39,51.05,TRADE
NSW1,1/14/2018 8:30,6760.47,49.55,TRADE
NSW1,1/14/2018 9:00,6775.62,54.98,TRADE
NSW1,1/14/2018 9:30,6776.25,55.01,TRADE
NSW1,1/14/2018 10:00,6787.1,54.65,TRADE
NSW1,1/14/2018 10:30,6680.69,54.1,TRADE
NSW1,1/14/2018 11:00,6678.71,54.81,TRADE
NSW1,1/14/2018 11:30,6689.69,52.96,TRADE
NSW1,1/14/2018 12:00,6591.88,47.01,TRADE
NSW1,1/14/2018 12:30,6600.61,47.93,TRADE
NSW1,1/14/2018 13:00,6609.8,49.35,TRADE
NSW1,1/14/2018 13:30,6613.66,48.62,TRADE
NSW1,1/14/2018 14:00,6610.69,53.97,TRADE
NSW1,1/14/2018 14:30,6717.1,54.67,TRADE
NSW1,1/14/2018 15:00,6792.23,54.98,TRADE
NSW1,1/14/2018 15:30,6874.91,54.98,TRADE
NSW1,1/14/2018 16:00,7075.7,56.38,TRADE
NSW1,1/14/2018 16:30,7127.91,55.69,TRADE
NSW1,1/14/2018 17:00,7247.23,55.44,TRADE
NSW1,1/14/2018 17:30,7405.38,55.46,TRADE
NSW1,1/14/2018 18:00,7479.26,55.38,TRADE
NSW1,1/14/2018 18:30,7455.91,56.47,TRADE
NSW1,1/14/2018 19:00,7424.49,55.56,TRADE
NSW1,1/14/2018 19:30,7475.48,56.26,TRADE
NSW1,1/14/2018 20:00,7608.04,60.48,TRADE
NSW1,1/14/2018 20:30,7492.27,57.03,TRADE
NSW1,1/14/2018 21:00,7301.36,55.5,TRADE
NSW1,1/14/2018 21:30,7221.54,55.82,TRADE
NSW1,1/14/2018 22:00,7168.42,57.32,TRADE
NSW1,1/14/2018 22:30,7087.55,59.33,TRADE
NSW1,1/14/2018 23:00,6930.08,56.64,TRADE
NSW1,1/14/2018 23:30,6798.62,55.27,TRADE
NSW1,1/15/2018 0:00,6686.76,55.85,TRADE
NSW1,1/15/2018 0:30,6556.62,57.85,TRADE
NSW1,1/15/2018 1:00,6402.14,54.38,TRADE
NSW1,1/15/2018 1:30,6164.8,54.4,TRADE
NSW1,1/15/2018 2:00,6031.76,56.87,TRADE
NSW1,1/15/2018 2:30,5957.69,66.75,TRADE
NSW1,1/15/2018 3:00,5928.88,67.39,TRADE
NSW1,1/15/2018 3:30,5910.06,68.53,TRADE
NSW1,1/15/2018 4:00,6005.73,68.91,TRADE
NSW1,1/15/2018 4:30,6261.64,59.78,TRADE
